SEQUÊNCIA,DATAFATO,HORAFATO,GRUPOFATO,TIPOENQUADRAMENTO,TIPOFATO,MUNICIPIOFATO,LOCALFATO,BAIRRO,QUANTIDADEVÍTIMAS,IDADEVÍTIMA,SEXOVÍTIMA,CORVÍTIMA,data_nova,mes,dia,ano,mes_ano,data_tempo_num,hora,periodo,periodo1,mes_ano2
731578,12/12/2025,11:00:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,56,Masculino,Sem informação,2025-12-12,12,12,2025,791,1960-01-01T11:00:00Z,11,11,1,dez 2025
731639,12/12/2025,11:36:26,CRIMES,DESCUMPRIMENTO DE MEDIDA PROTETIVA DE URGENCIA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,0,NA,,,2025-12-12,12,12,2025,791,1960-01-01T11:36:26Z,11,11,1,dez 2025
731919,12/12/2025,14:00:00,CRIMES,ESTELIONATO  FRAUDE ELETRONICA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,69,Masculino,Branca,2025-12-12,12,12,2025,791,1960-01-01T14:00:00Z,14,14,2,dez 2025
731966,12/12/2025,14:00:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,2,33,Masculino,Sem informação,2025-12-12,12,12,2025,791,1960-01-01T14:00:00Z,14,14,2,dez 2025
732515,12/12/2025,18:02:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,49,Feminino,Branca,2025-12-12,12,12,2025,791,1960-01-01T18:02:00Z,18,18,3,dez 2025
732647,12/12/2025,19:16:00,CRIMES,AMEACA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,28,Feminino,Sem informação,2025-12-12,12,12,2025,791,1960-01-01T19:16:00Z,19,19,3,dez 2025
732687,12/12/2025,19:40:00,CRIMES,EXTORSAO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,35,Feminino,Sem informação,2025-12-12,12,12,2025,791,1960-01-01T19:40:00Z,19,19,3,dez 2025
732838,12/12/2025,21:25:00,CRIMES,FURTO SIMPLES,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,0,NA,,,2025-12-12,12,12,2025,791,1960-01-01T21:25:00Z,21,21,3,dez 2025
732840,12/12/2025,21:27:00,CRIMES,FURTO DE FIOS E CABOS,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,0,NA,,,2025-12-12,12,12,2025,791,1960-01-01T21:27:00Z,21,21,3,dez 2025
733476,13/12/2025,09:22:00,CRIMES,AMEACA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,49,Masculino,Sem informação,2025-12-13,12,13,2025,791,1960-01-01T09:22:00Z,9,9,1,dez 2025
733753,13/12/2025,12:31:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,61,Feminino,Branca,2025-12-13,12,13,2025,791,1960-01-01T12:31:00Z,12,12,2,dez 2025
733833,13/12/2025,13:59:18,CRIMES,OUTROS FURTOS,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,0,NA,,,2025-12-13,12,13,2025,791,1960-01-01T13:59:18Z,13,13,2,dez 2025
734017,13/12/2025,15:44:00,CRIMES,ROUBO A MOTORISTA DE CARRO ENTREGAS,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,28,Masculino,Branca,2025-12-13,12,13,2025,791,1960-01-01T15:44:00Z,15,15,2,dez 2025
734116,13/12/2025,16:45:00,CRIMES,OUTROS ROUBOS,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,28,Masculino,Branca,2025-12-13,12,13,2025,791,1960-01-01T16:45:00Z,16,16,2,dez 2025
736858,15/12/2025,08:00:00,CRIMES,FURTO QUALIFICADO,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,0,NA,,,2025-12-15,12,15,2025,791,1960-01-01T08:00:00Z,8,8,1,dez 2025
737091,15/12/2025,10:00:00,CRIMES,FALSIDADE IDEOLOGICA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,0,NA,,,2025-12-15,12,15,2025,791,1960-01-01T10:00:00Z,10,10,1,dez 2025
737092,15/12/2025,10:00:00,CRIMES,APROPRIACAO INDEBITA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,38,Masculino,Branca,2025-12-15,12,15,2025,791,1960-01-01T10:00:00Z,10,10,1,dez 2025
737183,15/12/2025,10:15:00,CRIMES,OUTRAS FRAUDES,Consumado,PORTO ALEGRE,ESTABELECIMENTO COMERCIAL,MENINO DEUS,1,60,Masculino,Branca,2025-12-15,12,15,2025,791,1960-01-01T10:15:00Z,10,10,1,dez 2025
737302,15/12/2025,11:10:00,CRIMES,LESAO CORPORAL CULPOSA DIRECAO VEIC AUTOMOTOR,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,28,Feminino,Preta,2025-12-15,12,15,2025,791,1960-01-01T11:10:00Z,11,11,1,dez 2025
737343,15/12/2025,11:34:06,CRIMES,OUTROS CRIMES,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,48,Masculino,Sem informação,2025-12-15,12,15,2025,791,1960-01-01T11:34:06Z,11,11,1,dez 2025
737374,15/12/2025,12:00:00,CRIMES,FURTO SIMPLES,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,27,Masculino,Branca,2025-12-15,12,15,2025,791,1960-01-01T12:00:00Z,12,12,2,dez 2025
737625,15/12/2025,13:50:00,CRIMES,LESAO CORPORAL CULPOSA DIRECAO VEIC AUTOMOTOR,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,0,NA,,,2025-12-15,12,15,2025,791,1960-01-01T13:50:00Z,13,13,2,dez 2025
738083,15/12/2025,17:00:46,CRIMES,APROPRIACAO INDEBITA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,87,Feminino,Sem informação,2025-12-15,12,15,2025,791,1960-01-01T17:00:46Z,17,17,2,dez 2025
738358,15/12/2025,19:28:26,CRIMES,OUTRAS FRAUDES,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,35,Masculino,Sem informação,2025-12-15,12,15,2025,791,1960-01-01T19:28:26Z,19,19,3,dez 2025
738373,15/12/2025,19:30:59,CRIMES,FURTO SIMPLES,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,0,NA,,,2025-12-15,12,15,2025,791,1960-01-01T19:30:59Z,19,19,3,dez 2025
738445,15/12/2025,20:02:00,CRIMES,PERSEGUICAO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,55,Feminino,Branca,2025-12-15,12,15,2025,791,1960-01-01T20:02:00Z,20,20,3,dez 2025
739236,16/12/2025,10:11:18,CRIMES,OUTROS CRIMES,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,2,43,Masculino,Sem informação,2025-12-16,12,16,2025,791,1960-01-01T10:11:18Z,10,10,1,dez 2025
739364,16/12/2025,11:15:00,CRIMES,FURTO DE CELULAR,Consumado,PORTO ALEGRE,ESTABELECIMENTO COMERCIAL,MENINO DEUS,1,65,Feminino,Branca,2025-12-16,12,16,2025,791,1960-01-01T11:15:00Z,11,11,1,dez 2025
739408,16/12/2025,11:30:04,CRIMES,FURTO QUALIFICADO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,49,Masculino,Sem informação,2025-12-16,12,16,2025,791,1960-01-01T11:30:04Z,11,11,1,dez 2025
739562,16/12/2025,12:38:15,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,21,Feminino,Sem informação,2025-12-16,12,16,2025,791,1960-01-01T12:38:15Z,12,12,2,dez 2025
739753,16/12/2025,14:19:48,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,37,Masculino,Sem informação,2025-12-16,12,16,2025,791,1960-01-01T14:19:48Z,14,14,2,dez 2025
739892,16/12/2025,15:00:43,CRIMES,FALSA IDENTIDADE,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,44,Masculino,Sem informação,2025-12-16,12,16,2025,791,1960-01-01T15:00:43Z,15,15,2,dez 2025
739985,16/12/2025,16:00:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,61,Feminino,Branca,2025-12-16,12,16,2025,791,1960-01-01T16:00:00Z,16,16,2,dez 2025
740333,16/12/2025,18:50:00,CRIMES,OUTROS CRIMES,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,0,NA,,,2025-12-16,12,16,2025,791,1960-01-01T18:50:00Z,18,18,3,dez 2025
740613,16/12/2025,21:52:00,CRIMES,ESTELIONATO  FRAUDE ELETRONICA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,55,Feminino,Branca,2025-12-16,12,16,2025,791,1960-01-01T21:52:00Z,21,21,3,dez 2025
740834,17/12/2025,03:40:00,CRIMES,FURTO/ARROMBAMENTO ESTABELECIMENTO COMERCIAL,Consumado,PORTO ALEGRE,ESTABELECIMENTO COMERCIAL,MENINO DEUS,1,38,Feminino,Branca,2025-12-17,12,17,2025,791,1960-01-01T03:40:00Z,3,3,9,dez 2025
740939,17/12/2025,07:36:34,CRIMES,FURTO DE FIOS E CABOS,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,0,NA,,,2025-12-17,12,17,2025,791,1960-01-01T07:36:34Z,7,7,1,dez 2025
741435,17/12/2025,11:30:00,CRIMES,INJURIA,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,35,Feminino,Branca,2025-12-17,12,17,2025,791,1960-01-01T11:30:00Z,11,11,1,dez 2025
741640,17/12/2025,13:00:00,CRIMES,FURTO SIMPLES,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,60,Feminino,Branca,2025-12-17,12,17,2025,791,1960-01-01T13:00:00Z,13,13,2,dez 2025
741875,17/12/2025,15:00:00,CRIMES,OUTRAS FRAUDES,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,46,Feminino,Branca,2025-12-17,12,17,2025,791,1960-01-01T15:00:00Z,15,15,2,dez 2025
742061,17/12/2025,16:00:00,CRIMES,CALUNIA,Consumado,PORTO ALEGRE,ESTABELECIMENTO COMERCIAL,MENINO DEUS,1,24,Masculino,Branca,2025-12-17,12,17,2025,791,1960-01-01T16:00:00Z,16,16,2,dez 2025
