SEQUÊNCIA,DATAFATO,HORAFATO,GRUPOFATO,TIPOENQUADRAMENTO,TIPOFATO,MUNICIPIOFATO,LOCALFATO,BAIRRO,QUANTIDADEVÍTIMAS,IDADEVÍTIMA,SEXOVÍTIMA,CORVÍTIMA,data_nova,mes,dia,ano,mes_ano,data_tempo_num,hora,periodo,periodo1,mes_ano2
303752,21/05/2026,16:00:49,CRIMES,FURTO EM VEICULO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,32,Feminino,Sem informação,2026-05-21,5,21,2026,796,1960-01-01T16:00:49Z,16,16,2,mai 2026
303824,21/05/2026,16:40:32,CRIMES,FURTO EM VEICULO - ESTEPE,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,64,Feminino,Sem informação,2026-05-21,5,21,2026,796,1960-01-01T16:40:32Z,16,16,2,mai 2026
303884,21/05/2026,17:03:34,CRIMES,ESTELIONATO  FRAUDE ELETRONICA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,41,Feminino,Sem informação,2026-05-21,5,21,2026,796,1960-01-01T17:03:34Z,17,17,2,mai 2026
304098,21/05/2026,19:20:00,CRIMES,LESAO CORPORAL CULPOSA DIRECAO VEIC AUTOMOTOR,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,0,NA,,,2026-05-21,5,21,2026,796,1960-01-01T19:20:00Z,19,19,3,mai 2026
304209,21/05/2026,20:44:00,CRIMES,FURTO EM VEICULO,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,46,Masculino,Branca,2026-05-21,5,21,2026,796,1960-01-01T20:44:00Z,20,20,3,mai 2026
304290,21/05/2026,22:00:00,CRIMES,FURTO EM VEICULO - ESTEPE,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,59,Feminino,Branca,2026-05-21,5,21,2026,796,1960-01-01T22:00:00Z,22,22,3,mai 2026
304749,22/05/2026,09:30:00,CRIMES,OUTROS CRIMES,Consumado,PORTO ALEGRE,ESTABELECIMENTO COMERCIAL,MENINO DEUS,1,38,Masculino,Branca,2026-05-22,5,22,2026,796,1960-01-01T09:30:00Z,9,9,1,mai 2026
304908,22/05/2026,10:39:02,CRIMES,OUTRAS FRAUDES,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,40,Masculino,Sem informação,2026-05-22,5,22,2026,796,1960-01-01T10:39:02Z,10,10,1,mai 2026
304984,22/05/2026,11:00:43,CRIMES,OUTROS ROUBOS,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,43,Feminino,Sem informação,2026-05-22,5,22,2026,796,1960-01-01T11:00:43Z,11,11,1,mai 2026
305323,22/05/2026,14:00:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,65,Masculino,Branca,2026-05-22,5,22,2026,796,1960-01-01T14:00:00Z,14,14,2,mai 2026
305783,22/05/2026,17:30:00,CRIMES,FURTO EM VEICULO - ESTEPE,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,26,Masculino,Branca,2026-05-22,5,22,2026,796,1960-01-01T17:30:00Z,17,17,2,mai 2026
305855,22/05/2026,18:00:43,CONTRAVENCOES,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,40,Feminino,Sem informação,2026-05-22,5,22,2026,796,1960-01-01T18:00:43Z,18,18,3,mai 2026
305922,22/05/2026,18:45:00,CRIMES,DESCUMPRIMENTO DE MEDIDA PROTETIVA DE URGENCIA,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,40,Feminino,Branca,2026-05-22,5,22,2026,796,1960-01-01T18:45:00Z,18,18,3,mai 2026
306254,22/05/2026,22:50:00,CRIMES,ROUBO A PEDESTRE,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,44,Masculino,Sem informação,2026-05-22,5,22,2026,796,1960-01-01T22:50:00Z,22,22,3,mai 2026
306402,23/05/2026,02:10:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,41,Masculino,Sem informação,2026-05-23,5,23,2026,796,1960-01-01T02:10:00Z,2,2,9,mai 2026
306996,23/05/2026,14:00:00,CRIMES,AMEACA,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,30,Feminino,Branca,2026-05-23,5,23,2026,796,1960-01-01T14:00:00Z,14,14,2,mai 2026
307032,23/05/2026,14:39:26,CRIMES,OUTROS FURTOS,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,0,NA,,,2026-05-23,5,23,2026,796,1960-01-01T14:39:26Z,14,14,2,mai 2026
307078,23/05/2026,15:00:00,CRIMES,ROUBO A PEDESTRE,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,75,Feminino,Branca,2026-05-23,5,23,2026,796,1960-01-01T15:00:00Z,15,15,2,mai 2026
309447,25/05/2026,07:40:08,CRIMES,FURTO DE CELULAR,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,30,Feminino,Sem informação,2026-05-25,5,25,2026,796,1960-01-01T07:40:08Z,7,7,1,mai 2026
309536,25/05/2026,08:10:53,CRIMES,AMEACA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,2,37,Masculino,Sem informação,2026-05-25,5,25,2026,796,1960-01-01T08:10:53Z,8,8,1,mai 2026
309762,25/05/2026,10:00:22,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,72,Masculino,Sem informação,2026-05-25,5,25,2026,796,1960-01-01T10:00:22Z,10,10,1,mai 2026
310069,25/05/2026,12:50:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,33,Feminino,Sem informação,2026-05-25,5,25,2026,796,1960-01-01T12:50:00Z,12,12,2,mai 2026
310454,25/05/2026,16:00:00,CONTRAVENCOES,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,42,Feminino,Branca,2026-05-25,5,25,2026,796,1960-01-01T16:00:00Z,16,16,2,mai 2026
311226,26/05/2026,07:45:59,CRIMES,AMEACA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,2,52,Feminino,Sem informação,2026-05-26,5,26,2026,796,1960-01-01T07:45:59Z,7,7,1,mai 2026
311822,26/05/2026,14:00:00,CONTRAVENCOES,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,80,Feminino,Branca,2026-05-26,5,26,2026,796,1960-01-01T14:00:00Z,14,14,2,mai 2026
312282,26/05/2026,18:40:00,CONTRAVENCOES,VIAS DE FATO,Consumado,PORTO ALEGRE,HOSPITAIS/CLINICAS,MENINO DEUS,1,33,Masculino,Branca,2026-05-26,5,26,2026,796,1960-01-01T18:40:00Z,18,18,3,mai 2026
312760,27/05/2026,06:30:00,CONTRAVENCOES,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,71,Feminino,Branca,2026-05-27,5,27,2026,796,1960-01-01T06:30:00Z,6,6,1,mai 2026
312969,27/05/2026,09:00:56,CRIMES,OUTROS FURTOS,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,55,Feminino,Sem informação,2026-05-27,5,27,2026,796,1960-01-01T09:00:56Z,9,9,1,mai 2026
313153,27/05/2026,10:30:13,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,48,Feminino,Sem informação,2026-05-27,5,27,2026,796,1960-01-01T10:30:13Z,10,10,1,mai 2026
313251,27/05/2026,11:30:04,CRIMES,ESTELIONATO  FRAUDE ELETRONICA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,79,Feminino,Sem informação,2026-05-27,5,27,2026,796,1960-01-01T11:30:04Z,11,11,1,mai 2026
313585,27/05/2026,14:18:00,CRIMES,FALSA IDENTIDADE,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,0,NA,,,2026-05-27,5,27,2026,796,1960-01-01T14:18:00Z,14,14,2,mai 2026
313788,27/05/2026,15:49:01,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,60,Masculino,Sem informação,2026-05-27,5,27,2026,796,1960-01-01T15:49:01Z,15,15,2,mai 2026
313905,27/05/2026,16:47:05,CRIMES,APROPRIACAO INDEBITA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,23,Masculino,Sem informação,2026-05-27,5,27,2026,796,1960-01-01T16:47:05Z,16,16,2,mai 2026
314051,27/05/2026,18:00:36,CRIMES,OUTROS FURTOS,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,0,NA,,,2026-05-27,5,27,2026,796,1960-01-01T18:00:36Z,18,18,3,mai 2026
314390,27/05/2026,22:00:00,CRIMES,FURTO/ARROMBAMENTO,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,0,NA,,,2026-05-27,5,27,2026,796,1960-01-01T22:00:00Z,22,22,3,mai 2026
314568,28/05/2026,01:48:00,CRIMES,AMEACA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,39,Feminino,Branca,2026-05-28,5,28,2026,796,1960-01-01T01:48:00Z,1,1,9,mai 2026
314667,28/05/2026,05:50:00,CRIMES,OUTROS CRIMES,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,0,NA,,,2026-05-28,5,28,2026,796,1960-01-01T05:50:00Z,5,5,9,mai 2026
314679,28/05/2026,06:10:00,CRIMES,PORNOGRAFIA INFANTO-JUVENIL,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,0,NA,,,2026-05-28,5,28,2026,796,1960-01-01T06:10:00Z,6,6,1,mai 2026
314841,28/05/2026,08:52:12,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,60,Masculino,Sem informação,2026-05-28,5,28,2026,796,1960-01-01T08:52:12Z,8,8,1,mai 2026
315133,28/05/2026,11:00:38,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,50,Masculino,Sem informação,2026-05-28,5,28,2026,796,1960-01-01T11:00:38Z,11,11,1,mai 2026
315187,28/05/2026,11:50:00,CRIMES,FURTO DE CELULAR,Consumado,PORTO ALEGRE,INTERIOR COLETIVOS,MENINO DEUS,1,26,Feminino,Branca,2026-05-28,5,28,2026,796,1960-01-01T11:50:00Z,11,11,1,mai 2026
315229,28/05/2026,12:00:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,50,Feminino,Branca,2026-05-28,5,28,2026,796,1960-01-01T12:00:00Z,12,12,2,mai 2026
315483,28/05/2026,14:00:32,CRIMES,OUTROS FURTOS,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,19,Masculino,Sem informação,2026-05-28,5,28,2026,796,1960-01-01T14:00:32Z,14,14,2,mai 2026
315733,28/05/2026,16:00:00,CRIMES,AMEACA,Consumado,PORTO ALEGRE,ETABELECIMENTO ENSINO,MENINO DEUS,1,11,Feminino,Branca,2026-05-28,5,28,2026,796,1960-01-01T16:00:00Z,16,16,2,mai 2026
315987,28/05/2026,18:00:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,0,NA,,,2026-05-28,5,28,2026,796,1960-01-01T18:00:00Z,18,18,3,mai 2026
316458,29/05/2026,01:00:18,CRIMES,ROUBO A PEDESTRE,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,38,Masculino,Sem informação,2026-05-29,5,29,2026,796,1960-01-01T01:00:18Z,1,1,9,mai 2026
316715,29/05/2026,08:30:00,CRIMES,AMEACA,Consumado,PORTO ALEGRE,ESTABELECIMENTO COMERCIAL,MENINO DEUS,1,28,Feminino,Branca,2026-05-29,5,29,2026,796,1960-01-01T08:30:00Z,8,8,1,mai 2026
317108,29/05/2026,12:00:00,CRIMES,FURTO EM VEICULO,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,30,Masculino,Branca,2026-05-29,5,29,2026,796,1960-01-01T12:00:00Z,12,12,2,mai 2026
317633,29/05/2026,17:00:00,CRIMES,OUTROS CRIMES,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,48,Feminino,Branca,2026-05-29,5,29,2026,796,1960-01-01T17:00:00Z,17,17,2,mai 2026
317837,29/05/2026,19:00:50,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,22,Masculino,Sem informação,2026-05-29,5,29,2026,796,1960-01-01T19:00:50Z,19,19,3,mai 2026
319413,30/05/2026,22:03:55,CRIMES,FURTO DE FIOS E CABOS,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,0,NA,,,2026-05-30,5,30,2026,796,1960-01-01T22:03:55Z,22,22,3,mai 2026
320556,31/05/2026,20:00:26,CRIMES,FURTO EM VEICULO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,64,Masculino,Sem informação,2026-05-31,5,31,2026,796,1960-01-01T20:00:26Z,20,20,3,mai 2026
247,01/01/2025,01:30:00,CRIMES,ROUBO DE CELULAR,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,36,Masculino,Sem informação,2025-01-01,1,1,2025,780,1960-01-01T01:30:00Z,1,1,9,jan 2025
993,01/01/2025,08:15:00,CRIMES,FURTO DE DOCUMENTO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,42,Feminino,Sem informação,2025-01-01,1,1,2025,780,1960-01-01T08:15:00Z,8,8,1,jan 2025
994,01/01/2025,08:15:00,CRIMES,FURTO DE DOCUMENTO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,42,Feminino,Sem informação,2025-01-01,1,1,2025,780,1960-01-01T08:15:00Z,8,8,1,jan 2025
1114,01/01/2025,10:00:00,CRIMES,ESTELIONATO  FRAUDE ELETRONICA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,71,Feminino,Branca,2025-01-01,1,1,2025,780,1960-01-01T10:00:00Z,10,10,1,jan 2025
1487,01/01/2025,13:00:00,CONTRAVENCOES,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,66,Masculino,Branca,2025-01-01,1,1,2025,780,1960-01-01T13:00:00Z,13,13,2,jan 2025
1864,01/01/2025,17:45:00,CRIMES,AMEACA,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,52,Feminino,Branca,2025-01-01,1,1,2025,780,1960-01-01T17:45:00Z,17,17,2,jan 2025
1867,01/01/2025,17:49:43,CRIMES,AMEACA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,48,Masculino,Sem informação,2025-01-01,1,1,2025,780,1960-01-01T17:49:43Z,17,17,2,jan 2025
1923,01/01/2025,18:09:26,CRIMES,AMEACA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,48,Masculino,Sem informação,2025-01-01,1,1,2025,780,1960-01-01T18:09:26Z,18,18,3,jan 2025
2565,02/01/2025,05:00:00,CRIMES,DIFAMACAO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,29,Feminino,Sem informação,2025-01-02,1,2,2025,780,1960-01-01T05:00:00Z,5,5,9,jan 2025
2744,02/01/2025,08:10:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,24,Masculino,Sem informação,2025-01-02,1,2,2025,780,1960-01-01T08:10:00Z,8,8,1,jan 2025
2775,02/01/2025,08:35:00,CRIMES,DANO QUALIFICADO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,0,NA,,,2025-01-02,1,2,2025,780,1960-01-01T08:35:00Z,8,8,1,jan 2025
2850,02/01/2025,09:00:00,CRIMES,FURTO QUALIFICADO,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,34,Masculino,Parda,2025-01-02,1,2,2025,780,1960-01-01T09:00:00Z,9,9,1,jan 2025
2899,02/01/2025,09:45:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,69,Feminino,Branca,2025-01-02,1,2,2025,780,1960-01-01T09:45:00Z,9,9,1,jan 2025
2980,02/01/2025,10:00:00,CRIMES,APROPRIACAO INDEBITA,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,48,Masculino,Preta,2025-01-02,1,2,2025,780,1960-01-01T10:00:00Z,10,10,1,jan 2025
3293,02/01/2025,12:00:00,CRIMES,FURTO EM VEICULO,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,45,Feminino,Branca,2025-01-02,1,2,2025,780,1960-01-01T12:00:00Z,12,12,2,jan 2025
3303,02/01/2025,12:00:00,CRIMES,FURTO EM VEICULO - ESTEPE,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,0,NA,,,2025-01-02,1,2,2025,780,1960-01-01T12:00:00Z,12,12,2,jan 2025
3358,02/01/2025,12:40:00,CRIMES,FURTO QUALIFICADO,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,75,Feminino,Branca,2025-01-02,1,2,2025,780,1960-01-01T12:40:00Z,12,12,2,jan 2025
3396,02/01/2025,13:00:00,CRIMES,LESAO CORPORAL CULPOSA DIRECAO VEIC AUTOMOTOR,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,52,Masculino,Branca,2025-01-02,1,2,2025,780,1960-01-01T13:00:00Z,13,13,2,jan 2025
3594,02/01/2025,14:53:00,CRIMES,COMUNICACAO FALSA DE CRIME OU CONTRAVENCAO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,48,Masculino,Sem informação,2025-01-02,1,2,2025,780,1960-01-01T14:53:00Z,14,14,2,jan 2025
3828,02/01/2025,16:44:00,CRIMES,OUTROS FURTOS,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,0,NA,,,2025-01-02,1,2,2025,780,1960-01-01T16:44:00Z,16,16,2,jan 2025
4473,03/01/2025,00:01:00,CRIMES,FURTO QUALIFICADO,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,68,Feminino,Branca,2025-01-03,1,3,2025,780,1960-01-01T00:01:00Z,0,0,9,jan 2025
4615,03/01/2025,03:24:00,CONTRAVENCOES,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,31,Masculino,Sem informação,2025-01-03,1,3,2025,780,1960-01-01T03:24:00Z,3,3,9,jan 2025
5340,03/01/2025,13:00:00,CRIMES,AMEACA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,29,Feminino,Parda,2025-01-03,1,3,2025,780,1960-01-01T13:00:00Z,13,13,2,jan 2025
5527,03/01/2025,14:30:00,CONTRAVENCOES,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,57,Masculino,Branca,2025-01-03,1,3,2025,780,1960-01-01T14:30:00Z,14,14,2,jan 2025
5549,03/01/2025,14:45:00,CRIMES,LESAO CORPORAL CULPOSA DIRECAO VEIC AUTOMOTOR,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,0,NA,,,2025-01-03,1,3,2025,780,1960-01-01T14:45:00Z,14,14,2,jan 2025
5647,03/01/2025,15:23:00,CRIMES,AMEACA,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,2,66,Feminino,Branca,2025-01-03,1,3,2025,780,1960-01-01T15:23:00Z,15,15,2,jan 2025
5767,03/01/2025,16:13:00,CRIMES,ROUBO A ESTABELECIMENTO COMERCIAL,Consumado,PORTO ALEGRE,ESTABELECIMENTO COMERCIAL,MENINO DEUS,1,20,Feminino,Branca,2025-01-03,1,3,2025,780,1960-01-01T16:13:00Z,16,16,2,jan 2025
5888,03/01/2025,17:20:00,CRIMES,FURTO DE CELULAR,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,56,Feminino,Branca,2025-01-03,1,3,2025,780,1960-01-01T17:20:00Z,17,17,2,jan 2025
6327,03/01/2025,21:10:00,CRIMES,OUTROS FURTOS,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,47,Masculino,Sem informação,2025-01-03,1,3,2025,780,1960-01-01T21:10:00Z,21,21,3,jan 2025
6724,04/01/2025,04:30:00,CRIMES,ROUBO DE CELULAR,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,2,21,Masculino,Branca,2025-01-04,1,4,2025,780,1960-01-01T04:30:00Z,4,4,9,jan 2025
7269,04/01/2025,12:53:00,CRIMES,LESAO CORPORAL CULPOSA DIRECAO VEIC AUTOMOTOR,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,37,Masculino,Branca,2025-01-04,1,4,2025,780,1960-01-01T12:53:00Z,12,12,2,jan 2025
7984,04/01/2025,20:00:00,CRIMES,AMEACA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,3,48,Feminino,Sem informação,2025-01-04,1,4,2025,780,1960-01-01T20:00:00Z,20,20,3,jan 2025
8072,04/01/2025,20:51:00,CRIMES,AMEACA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,24,Masculino,Sem informação,2025-01-04,1,4,2025,780,1960-01-01T20:51:00Z,20,20,3,jan 2025
8556,05/01/2025,03:40:00,CRIMES,FURTO EM VEICULO,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,61,Masculino,Preta,2025-01-05,1,5,2025,780,1960-01-01T03:40:00Z,3,3,9,jan 2025
8947,05/01/2025,11:10:00,CRIMES,DESACATO,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,0,NA,,,2025-01-05,1,5,2025,780,1960-01-01T11:10:00Z,11,11,1,jan 2025
8951,05/01/2025,11:20:00,CRIMES,AMEACA,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,42,Masculino,Branca,2025-01-05,1,5,2025,780,1960-01-01T11:20:00Z,11,11,1,jan 2025
10318,06/01/2025,06:00:00,CRIMES,FURTO SIMPLES,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,0,NA,,,2025-01-06,1,6,2025,780,1960-01-01T06:00:00Z,6,6,1,jan 2025
11279,06/01/2025,13:00:00,CRIMES,EXTORSAO,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,27,Masculino,Branca,2025-01-06,1,6,2025,780,1960-01-01T13:00:00Z,13,13,2,jan 2025
11473,06/01/2025,14:00:44,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,60,Masculino,Sem informação,2025-01-06,1,6,2025,780,1960-01-01T14:00:44Z,14,14,2,jan 2025
11566,06/01/2025,14:57:00,CRIMES,LESAO CORPORAL LEVE,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,41,Masculino,Preta,2025-01-06,1,6,2025,780,1960-01-01T14:57:00Z,14,14,2,jan 2025
11692,06/01/2025,15:30:00,CRIMES,DISPARO DE ARMA DE FOGO,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,0,NA,,,2025-01-06,1,6,2025,780,1960-01-01T15:30:00Z,15,15,2,jan 2025
12518,06/01/2025,22:50:00,CRIMES,FALSIFICACAO DE DOCUMENTOS PARTICULARES,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,46,Feminino,Branca,2025-01-06,1,6,2025,780,1960-01-01T22:50:00Z,22,22,3,jan 2025
12640,07/01/2025,01:56:00,CRIMES,AMEACA,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,26,Masculino,Sem informação,2025-01-07,1,7,2025,780,1960-01-01T01:56:00Z,1,1,9,jan 2025
13028,07/01/2025,09:30:00,CRIMES,FURTO DE DOCUMENTO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,72,Feminino,Sem informação,2025-01-07,1,7,2025,780,1960-01-01T09:30:00Z,9,9,1,jan 2025
13088,07/01/2025,10:00:00,CRIMES,APROPRIACAO INDEBITA DE BEM DE IDOSO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,78,Feminino,Branca,2025-01-07,1,7,2025,780,1960-01-01T10:00:00Z,10,10,1,jan 2025
14015,07/01/2025,16:00:00,CRIMES,APROPRIACAO DE COISA ACHADA,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,0,NA,,,2025-01-07,1,7,2025,780,1960-01-01T16:00:00Z,16,16,2,jan 2025
14085,07/01/2025,16:20:00,CRIMES,ESTELIONATO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,3,38,Feminino,Sem informação,2025-01-07,1,7,2025,780,1960-01-01T16:20:00Z,16,16,2,jan 2025
14175,07/01/2025,17:00:00,CRIMES,INJURIA,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,46,Feminino,Branca,2025-01-07,1,7,2025,780,1960-01-01T17:00:00Z,17,17,2,jan 2025
14568,07/01/2025,20:00:00,CRIMES,FURTO EM VEICULO - ESTEPE,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,32,Masculino,Sem informação,2025-01-07,1,7,2025,780,1960-01-01T20:00:00Z,20,20,3,jan 2025
14719,07/01/2025,21:37:00,CRIMES,LESAO CORPORAL,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,27,Masculino,Preta,2025-01-07,1,7,2025,780,1960-01-01T21:37:00Z,21,21,3,jan 2025
14801,07/01/2025,23:00:00,CRIMES,FURTO EM VEICULO - ESTEPE,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,43,Masculino,Branca,2025-01-07,1,7,2025,780,1960-01-01T23:00:00Z,23,23,3,jan 2025
14864,08/01/2025,00:16:00,CRIMES,VIOLACAO DE DOMICILIO,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,0,NA,,,2025-01-08,1,8,2025,780,1960-01-01T00:16:00Z,0,0,9,jan 2025
14936,08/01/2025,02:11:00,CRIMES,DANO,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,0,NA,,,2025-01-08,1,8,2025,780,1960-01-01T02:11:00Z,2,2,9,jan 2025
15346,08/01/2025,10:00:00,CRIMES,AMEACA,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,61,Feminino,Branca,2025-01-08,1,8,2025,780,1960-01-01T10:00:00Z,10,10,1,jan 2025
16479,08/01/2025,16:30:00,CRIMES,OUTROS FURTOS,Consumado,PORTO ALEGRE,OUTROS,MENINO DEUS,1,27,Masculino,Sem informação,2025-01-08,1,8,2025,780,1960-01-01T16:30:00Z,16,16,2,jan 2025
16787,08/01/2025,19:00:00,CONTRAVENCOES,VIAS DE FATO,Consumado,PORTO ALEGRE,RESIDENCIA,MENINO DEUS,1,65,Feminino,Branca,2025-01-08,1,8,2025,780,1960-01-01T19:00:00Z,19,19,3,jan 2025
16924,08/01/2025,20:00:00,CRIMES,FURTO SIMPLES,Consumado,PORTO ALEGRE,VIA PUBLICA,MENINO DEUS,1,59,Masculino,Branca,2025-01-08,1,8,2025,780,1960-01-01T20:00:00Z,20,20,3,jan 2025
